,carat,cut,color,clarity,depth,table,price,x,y,z
30782,0.33,Premium,G,VS2,62.6,58.0,743,4.44,4.41,2.77
30783,0.33,Premium,G,VS2,62.0,58.0,743,4.45,4.42,2.75
30784,0.33,Premium,G,VS2,60.8,62.0,743,4.46,4.42,2.7
30785,0.33,Ideal,G,VS2,62.3,55.0,743,4.47,4.42,2.77
30786,0.33,Premium,G,VS2,62.1,56.0,743,4.44,4.41,2.75
30787,0.33,Ideal,G,VS2,62.6,56.0,743,4.41,4.38,2.75
30788,0.33,Ideal,G,VS2,62.5,57.0,743,4.41,4.39,2.75
30789,0.33,Ideal,G,VS2,62.3,57.0,743,4.43,4.4,2.75
30790,0.33,Premium,G,VS2,61.9,59.0,743,4.46,4.4,2.74
30791,0.33,Premium,G,VS2,62.6,58.0,743,4.4,4.36,2.74
30792,0.33,Premium,E,SI1,60.4,59.0,743,4.47,4.43,2.69
30793,0.33,Premium,E,SI1,60.7,57.0,743,4.47,4.43,2.7
30794,0.33,Premium,E,SI1,61.1,58.0,743,4.47,4.43,2.72
30795,0.33,Premium,E,SI1,60.9,58.0,743,4.5,4.46,2.73
30796,0.33,Premium,E,SI1,60.3,60.0,743,4.49,4.47,2.7
30797,0.33,Premium,E,SI1,60.2,58.0,743,4.55,4.49,2.72
30798,0.33,Ideal,E,SI1,62.0,54.0,743,4.43,4.41,2.74
30799,0.33,Premium,E,SI1,62.2,59.0,743,4.43,4.41,2.75
30800,0.33,Ideal,E,SI1,62.4,56.0,743,4.43,4.41,2.76
30801,0.33,Ideal,E,SI1,62.5,55.0,743,4.45,4.42,2.77
30802,0.33,Ideal,E,SI1,63.0,54.0,743,4.42,4.38,2.77
30803,0.33,Premium,E,SI1,62.0,60.0,743,4.43,4.38,2.73
30804,0.33,Premium,E,SI1,60.6,60.0,743,4.44,4.41,2.68
30805,0.42,Very Good,E,SI1,60.0,61.0,743,4.85,4.88,2.92
30806,0.42,Ideal,E,SI1,62.1,55.0,743,4.79,4.81,2.98
30807,0.32,Very Good,E,VVS2,62.4,56.0,744,4.34,4.38,2.72
30808,0.38,Very Good,E,VS2,60.4,58.0,744,4.67,4.7,2.83
30809,0.38,Ideal,I,VVS1,60.6,58.0,744,4.69,4.71,2.85
30810,0.35,Ideal,E,VS2,61.6,57.0,744,4.53,4.56,2.8
30811,0.35,Ideal,E,SI1,61.6,55.0,744,4.55,4.57,2.81
30812,0.41,Ideal,D,SI1,61.7,56.0,744,4.77,4.8,2.95
30813,0.41,Ideal,D,SI1,61.9,55.0,744,4.77,4.8,2.96
30814,0.41,Ideal,D,SI1,63.0,53.0,744,4.74,4.79,3.0
30815,0.41,Ideal,D,SI1,60.5,57.0,744,4.81,4.85,2.92
30816,0.31,Good,F,VS2,64.2,59.0,744,4.3,4.23,2.74
30817,0.31,Ideal,F,VS1,62.4,55.0,744,4.37,4.35,2.72
30818,0.39,Ideal,G,VS2,60.7,54.0,745,4.74,4.77,2.89
30819,0.39,Ideal,G,VS2,61.5,57.0,745,4.69,4.74,2.9
30820,0.31,Ideal,E,VS2,60.9,57.0,745,4.36,4.38,2.66
30821,0.32,Ideal,E,VS1,61.7,56.0,745,4.41,4.44,2.73
30822,0.4,Ideal,G,SI2,60.4,56.0,745,4.78,4.82,2.9
30823,0.37,Ideal,G,SI1,61.8,55.0,745,4.62,4.64,2.86
30824,0.43,Ideal,F,SI1,61.4,55.0,745,4.88,4.92,3.01
30825,0.34,Very Good,E,VS2,62.6,58.0,745,4.43,4.45,2.78
30826,0.34,Ideal,E,VS2,62.5,55.0,745,4.46,4.5,2.8
30827,0.34,Ideal,E,VS2,62.2,55.0,745,4.48,4.49,2.79
30828,0.34,Ideal,E,VS2,62.1,55.0,745,4.47,4.49,2.78
30829,0.34,Premium,E,VS2,60.9,60.0,745,4.49,4.51,2.74
30830,0.34,Ideal,E,VS2,62.4,55.0,745,4.48,4.53,2.81
30831,0.34,Ideal,F,VS1,62.2,56.0,745,4.44,4.47,2.77
30832,0.34,Premium,E,VS2,61.1,60.0,745,4.45,4.48,2.73
30833,0.34,Ideal,E,VS2,62.1,54.0,745,4.5,4.52,2.8
30834,0.34,Ideal,E,VS2,62.4,54.0,745,4.48,4.49,2.8
30835,0.34,Ideal,E,VS2,62.6,55.0,745,4.43,4.45,2.78
30836,0.34,Ideal,F,VS1,62.1,57.0,745,4.49,4.53,2.8
30837,0.34,Very Good,E,VS2,62.8,58.0,745,4.43,4.45,2.79
30838,0.34,Very Good,E,VS2,58.8,59.0,745,4.56,4.59,2.69
30839,0.34,Premium,E,VS2,61.9,58.0,745,4.43,4.45,2.75
30840,0.34,Ideal,E,VS2,62.6,57.0,745,4.45,4.47,2.79
30841,0.35,Ideal,F,VVS2,62.1,56.0,745,4.52,4.56,2.82
30842,0.35,Very Good,H,VVS1,60.1,62.0,745,4.52,4.57,2.73
30843,0.34,Premium,F,VS1,60.4,58.0,745,4.51,4.53,2.73
30844,0.34,Ideal,E,VS2,62.4,56.0,745,4.45,4.49,2.79
30845,0.34,Premium,E,VS2,61.0,59.0,745,4.48,4.51,2.74
30846,0.26,Ideal,H,VS1,61.8,56.0,448,4.12,4.14,2.55
30847,0.33,Ideal,H,SI2,61.2,54.0,448,4.45,4.5,2.74
30848,0.24,Very Good,H,VVS2,61.3,57.0,449,4.01,4.04,2.46
30849,0.24,Very Good,H,VVS2,61.4,57.0,449,4.02,4.04,2.47
30850,0.24,Very Good,H,VVS2,61.9,57.0,449,3.97,4.01,2.47
30851,0.24,Very Good,H,VVS2,61.5,56.0,449,3.99,4.01,2.46
30852,0.24,Very Good,G,VVS2,62.0,56.0,449,4.0,4.03,2.49
30853,0.24,Very Good,G,VVS2,62.0,57.0,449,4.0,4.03,2.49
30854,0.24,Very Good,G,VVS2,62.0,56.0,449,3.99,4.03,2.48
30855,0.24,Very Good,H,VVS1,61.3,56.0,449,4.01,4.04,2.46
30856,0.24,Very Good,H,VVS1,62.3,56.0,449,3.99,4.02,2.49
30857,0.27,Very Good,E,VS2,58.6,57.0,449,4.3,4.33,2.53
30858,0.24,Very Good,H,IF,61.3,56.0,449,4.04,4.06,2.48
30859,0.24,Ideal,H,VVS1,62.4,56.0,449,3.99,4.03,2.5
30860,0.27,Ideal,H,VS1,62.2,56.0,449,4.12,4.15,2.57
30861,0.32,Ideal,D,SI2,62.1,55.0,449,4.38,4.4,2.73
30862,0.32,Ideal,G,SI1,61.8,55.0,449,4.4,4.43,2.73
30863,0.23,Very Good,D,SI2,63.5,57.0,449,3.87,3.85,2.45
30864,0.32,Premium,H,SI1,61.3,60.0,449,4.36,4.42,2.69
30865,0.32,Very Good,H,SI1,61.9,59.0,449,4.38,4.41,2.72
30866,0.32,Very Good,E,SI2,62.4,58.0,449,4.35,4.4,2.73
30867,0.32,Ideal,I,VS2,62.2,57.0,449,4.39,4.42,2.74
30868,0.32,Very Good,H,SI1,61.9,58.0,449,4.34,4.38,2.7
30869,0.32,Ideal,I,VS2,62.5,55.0,449,4.38,4.39,2.74
30870,0.32,Very Good,I,VS2,62.8,58.0,449,4.33,4.37,2.73
30871,0.32,Premium,E,SI2,61.2,58.0,449,4.39,4.44,2.7
30872,0.32,Ideal,E,SI2,62.0,55.0,449,4.36,4.41,2.72
30873,0.32,Ideal,I,VS2,62.5,57.0,449,4.35,4.39,2.73
30874,0.32,Ideal,I,VS2,62.0,57.0,449,4.36,4.41,2.72
30875,0.32,Very Good,I,VS2,63.0,56.0,449,4.38,4.42,2.77
30876,0.4,Very Good,H,VS2,62.1,56.0,746,4.72,4.75,2.94
30877,0.46,Ideal,J,VS2,61.4,56.0,746,4.96,5.0,3.06
30878,0.36,Ideal,G,VS1,61.3,56.0,746,4.6,4.64,2.83
30879,0.36,Ideal,G,VS1,61.1,55.0,746,4.63,4.66,2.84
30880,0.37,Ideal,F,SI1,61.6,56.0,746,4.61,4.65,2.85
30881,0.39,Premium,G,SI2,62.7,54.0,746,4.71,4.64,2.93
30882,0.39,Very Good,J,VS2,63.3,56.0,746,4.63,4.6,2.92
30883,0.38,Ideal,I,SI1,62.3,56.0,746,4.63,4.58,2.87
30884,0.38,Premium,I,SI1,60.2,60.0,746,4.68,4.65,2.81
30885,0.38,Premium,I,SI1,60.5,58.0,746,4.72,4.67,2.84
30886,0.39,Premium,J,VS2,61.3,60.0,746,4.68,4.65,2.86
30887,0.39,Ideal,J,VS2,61.4,57.0,746,4.72,4.66,2.88
30888,0.37,Very Good,G,VS1,59.2,61.0,746,4.63,4.7,2.76
30889,0.4,Very Good,D,VS2,62.3,58.0,746,4.69,4.72,2.93
30890,0.38,Very Good,F,VS1,61.4,61.0,746,4.66,4.69,2.87
30891,0.37,Premium,F,VS2,60.6,58.0,746,4.63,4.67,2.82
30892,0.37,Ideal,F,VS2,60.6,56.0,746,4.63,4.64,2.81
30893,0.37,Premium,F,VS2,59.7,59.0,746,4.64,4.68,2.78
30894,0.37,Premium,F,VS2,61.9,58.0,746,4.54,4.6,2.83
30895,0.37,Very Good,F,VS2,61.2,60.0,746,4.59,4.63,2.82
30896,0.37,Premium,F,VS2,61.9,59.0,746,4.57,4.61,2.84
30897,0.37,Good,F,VS2,63.3,56.0,746,4.56,4.63,2.91
30898,0.37,Premium,F,VS2,62.7,58.0,746,4.55,4.58,2.86
30899,0.37,Good,G,VS1,63.1,56.0,746,4.57,4.59,2.89
30900,0.37,Premium,G,VS1,61.4,58.0,746,4.58,4.61,2.82
30901,0.37,Very Good,G,VS1,61.5,58.0,746,4.57,4.6,2.82
30902,0.37,Ideal,F,VS2,61.1,57.0,746,4.63,4.67,2.84
30903,0.37,Very Good,F,VS2,61.0,58.0,746,4.61,4.63,2.82
30904,0.37,Very Good,H,VVS2,62.2,59.0,746,4.54,4.56,2.83
30905,0.37,Premium,H,VVS2,61.3,58.0,746,4.6,4.63,2.83
30906,0.37,Ideal,F,VS2,61.4,56.0,746,4.59,4.63,2.83
30907,0.37,Premium,F,VS2,59.8,59.0,746,4.63,4.66,2.78
30908,0.37,Premium,G,VS1,59.5,58.0,746,4.67,4.71,2.79
30909,0.37,Premium,F,VS2,61.2,58.0,746,4.63,4.69,2.85
30910,0.3,Ideal,G,VVS1,60.4,58.0,747,4.36,4.38,2.64
30911,0.3,Ideal,G,VVS1,61.7,55.0,747,4.31,4.35,2.67
30912,0.41,Ideal,I,VS2,61.5,55.0,747,4.8,4.82,2.96
30913,0.35,Ideal,F,VS2,62.1,54.0,747,4.55,4.58,2.83
30914,0.36,Ideal,E,VS2,61.0,54.0,747,4.6,4.64,2.82
30915,0.36,Ideal,E,VS1,61.4,56.0,747,4.59,4.63,2.83
30916,0.35,Ideal,E,VS1,62.3,57.0,747,4.51,4.55,2.82
30917,0.37,Ideal,F,SI1,61.6,55.0,747,4.65,4.67,2.87
30918,0.32,Very Good,E,VVS1,59.0,61.0,748,4.44,4.47,2.63
30919,0.41,Good,H,SI1,64.3,54.0,748,4.72,4.68,3.02
30920,0.45,Ideal,I,VS2,61.3,55.0,748,4.92,4.96,3.03
30921,0.39,Ideal,G,SI1,61.3,54.0,748,4.73,4.77,2.91
30922,0.29,Ideal,F,IF,61.9,56.0,748,4.27,4.3,2.65
30923,0.35,Ideal,F,SI1,62.4,55.0,748,4.55,4.52,2.83
30924,0.35,Premium,F,SI1,60.2,58.0,748,4.6,4.54,2.75
30925,0.35,Ideal,F,SI1,62.2,56.0,748,4.52,4.48,2.8
30926,0.35,Premium,F,SI1,61.7,58.0,748,4.54,4.51,2.79
30927,0.35,Premium,F,SI1,62.3,58.0,748,4.53,4.49,2.81
30928,0.35,Ideal,F,SI1,62.5,54.0,748,4.52,4.5,2.82
30929,0.35,Good,F,SI1,63.6,54.0,748,4.52,4.51,2.87
30930,0.35,Very Good,F,SI1,63.1,56.0,748,4.51,4.46,2.83
30931,0.31,Very Good,E,VVS2,62.4,56.0,749,4.32,4.35,2.7
30932,0.31,Very Good,G,VVS1,61.5,55.0,749,4.36,4.4,2.69
30933,0.31,Ideal,E,VVS1,59.5,60.0,749,4.43,4.45,2.64
30934,0.41,Good,F,VS2,59.7,63.0,749,4.8,4.85,2.88
30935,0.31,Ideal,F,VS2,61.6,56.0,749,4.39,4.35,2.69
30936,0.37,Premium,I,VS1,61.4,59.0,749,4.61,4.55,2.81
30937,0.37,Good,H,VS2,63.7,55.0,749,4.56,4.54,2.9
30938,0.37,Premium,H,VS2,59.5,61.0,749,4.67,4.64,2.77
30939,0.31,Premium,G,VS1,58.2,61.0,749,4.45,4.42,2.58
30940,0.31,Ideal,G,VS1,61.9,55.0,749,4.37,4.36,2.7
30941,0.31,Premium,F,VS2,58.3,61.0,749,4.48,4.44,2.6
30942,0.31,Premium,F,VS2,59.4,58.0,749,4.45,4.37,2.62
30943,0.31,Ideal,F,VS2,60.8,57.0,749,4.41,4.38,2.67
30944,0.31,Ideal,F,VS2,62.2,56.0,749,4.39,4.36,2.72
30945,0.31,Premium,F,VS2,60.7,61.0,749,4.4,4.36,2.66
30946,0.31,Ideal,F,VS2,61.6,56.0,749,4.38,4.35,2.69
30947,0.31,Ideal,F,VS2,61.9,57.0,749,4.34,4.32,2.68
30948,0.31,Very Good,F,VS2,63.5,55.0,749,4.32,4.31,2.74
30949,0.31,Premium,F,VS2,63.0,57.0,749,4.33,4.27,2.71
30950,0.31,Good,F,VS2,63.6,54.0,749,4.33,4.28,2.74
30951,0.31,Good,F,VS2,63.7,59.0,749,4.31,4.26,2.73
30952,0.37,Premium,H,VS2,61.4,58.0,749,4.64,4.61,2.84
30953,0.31,Very Good,G,VS1,63.3,57.0,749,4.31,4.28,2.72
30954,0.34,Ideal,D,VS1,60.7,57.0,749,4.51,4.55,2.75
30955,0.34,Ideal,D,VS1,62.6,56.0,749,4.49,4.52,2.82
30956,0.34,Ideal,D,VS1,61.4,56.0,749,4.5,4.53,2.77
30957,0.38,Very Good,I,VS1,62.0,55.0,750,4.65,4.67,2.89
30958,0.39,Ideal,I,VVS2,62.0,56.0,750,4.67,4.72,2.91
30959,0.33,Ideal,F,VVS2,62.4,55.0,750,4.43,4.45,2.77
30960,0.4,Good,I,VVS2,59.7,62.0,750,4.75,4.79,2.85
30961,0.34,Ideal,D,SI1,62.0,55.0,750,4.53,4.5,2.8
30962,0.34,Premium,D,SI1,62.0,58.0,750,4.47,4.43,2.76
30963,0.41,Ideal,H,VS1,61.8,56.0,750,4.73,4.78,2.94
30964,0.42,Very Good,G,SI1,62.0,54.0,751,4.8,4.82,2.98
30965,0.4,Ideal,I,VVS2,62.6,54.0,751,4.69,4.73,2.95
30966,0.34,Ideal,G,VVS2,62.4,53.0,751,4.49,4.52,2.81
30967,0.3,Ideal,F,VVS2,61.6,55.0,751,4.3,4.33,2.66
30968,0.34,Ideal,H,VVS1,61.6,53.0,751,4.5,4.52,2.78
30969,0.34,Ideal,H,VVS1,61.1,56.0,751,4.51,4.56,2.77
30970,0.38,Ideal,E,VS2,61.9,57.0,751,4.61,4.66,2.87
30971,0.38,Very Good,I,VVS1,63.5,57.0,752,4.6,4.63,2.93
30972,0.38,Very Good,F,VS2,59.7,57.0,752,4.73,4.79,2.84
30973,0.24,Ideal,E,VVS1,60.9,56.0,752,4.01,4.04,2.45
30974,0.39,Ideal,G,VS1,61.3,56.0,752,4.68,4.71,2.88
30975,0.31,Ideal,D,VS1,60.5,57.0,752,4.39,4.41,2.66
30976,0.38,Good,F,VS2,62.7,58.0,752,4.56,4.6,2.87
30977,0.27,Premium,E,VVS2,61.8,59.0,752,4.18,4.14,2.57
30978,0.27,Ideal,E,VVS1,62.0,56.0,752,4.19,4.16,2.59
30979,0.27,Good,E,VVS1,63.9,57.0,752,4.1,4.07,2.61
30980,0.27,Ideal,D,VVS2,61.5,56.0,752,4.18,4.15,2.56
30981,0.27,Ideal,D,VVS1,61.7,57.0,752,4.2,4.16,2.58
30982,0.33,Very Good,G,VVS2,61.2,57.0,752,4.42,4.44,2.71
30983,0.33,Premium,G,VVS2,61.0,58.0,752,4.44,4.48,2.72
30984,0.33,Ideal,G,VVS2,60.1,57.0,752,4.48,4.51,2.7
30985,0.33,Premium,G,VVS2,62.0,59.0,752,4.41,4.46,2.75
30986,0.33,Premium,G,VVS2,61.7,59.0,752,4.39,4.42,2.72
30987,0.33,Ideal,G,VVS2,61.7,55.0,752,4.42,4.46,2.74
30988,0.33,Ideal,H,VVS1,62.1,55.0,752,4.42,4.44,2.75
30989,0.33,Premium,G,VVS2,59.5,60.0,752,4.52,4.55,2.7
30990,0.3,Good,F,VVS1,63.7,59.0,752,4.17,4.24,2.68
30991,0.33,Very Good,G,VVS2,60.9,57.0,752,4.43,4.5,2.72
30992,0.33,Very Good,G,VVS2,61.9,58.0,752,4.39,4.43,2.73
30993,0.33,Premium,G,VVS2,61.7,58.0,752,4.39,4.42,2.72
30994,0.33,Ideal,G,VVS2,61.5,56.0,752,4.45,4.49,2.75
30995,0.33,Very Good,G,VVS2,60.9,59.0,752,4.45,4.49,2.72
30996,0.3,Very Good,D,VVS2,62.9,56.0,752,4.27,4.29,2.69
30997,0.33,Premium,H,VVS1,61.4,59.0,752,4.42,4.44,2.72
30998,0.31,Very Good,E,VVS1,60.3,57.0,752,4.41,4.44,2.67
30999,0.33,Ideal,G,VVS2,61.7,56.0,752,4.42,4.46,2.74
31000,0.33,Ideal,H,VVS1,61.7,56.0,752,4.46,4.48,2.76
31001,0.33,Premium,G,VVS2,60.6,58.0,752,4.47,4.5,2.72
31002,0.33,Ideal,H,VVS1,62.2,55.0,752,4.4,4.44,2.75
31003,0.3,Good,D,VVS2,63.6,55.0,752,4.25,4.31,2.72
31004,0.33,Very Good,G,VVS2,60.0,63.0,752,4.45,4.49,2.68
31005,0.33,Ideal,G,VVS2,62.5,54.0,752,4.41,4.45,2.77
31006,0.33,Very Good,G,VVS2,63.0,57.0,752,4.38,4.42,2.77
31007,0.33,Very Good,G,VVS2,62.8,57.0,752,4.39,4.47,2.78
31008,0.3,Premium,D,VVS2,62.4,58.0,752,4.26,4.3,2.67
31009,0.33,Ideal,G,VVS2,62.7,55.0,752,4.41,4.46,2.78
31010,0.36,Very Good,G,VVS2,61.7,56.0,753,4.56,4.58,2.82
31011,0.36,Very Good,H,VVS1,62.0,55.0,753,4.57,4.6,2.84
31012,0.3,Very Good,G,VVS1,62.5,56.0,753,4.25,4.29,2.67
31013,0.41,Very Good,E,SI1,59.3,59.0,753,4.86,4.89,2.89
31014,0.41,Ideal,I,VVS2,61.6,56.0,753,4.79,4.82,2.96
31015,0.3,Ideal,G,VVS1,62.6,55.0,753,4.27,4.32,2.69
31016,0.3,Ideal,G,VVS1,62.2,56.0,753,4.27,4.31,2.67
31017,0.3,Ideal,G,VVS1,62.1,58.0,753,4.26,4.28,2.65
31018,0.34,Ideal,D,VS2,61.0,58.0,753,4.49,4.53,2.75
31019,0.41,Ideal,I,VS1,61.8,53.0,753,4.81,4.84,2.98
31020,0.36,Ideal,E,VS1,61.5,55.0,753,4.58,4.66,2.84
31021,0.41,Ideal,F,SI1,61.4,57.0,753,4.76,4.79,2.93
31022,0.4,Premium,G,VS2,61.9,58.0,753,4.74,4.76,2.94
31023,0.4,Premium,G,VS2,60.4,58.0,753,4.75,4.78,2.88
31024,0.42,Very Good,F,SI1,60.6,58.0,753,4.81,4.89,2.94
31025,0.41,Very Good,J,VVS2,63.1,60.0,754,4.67,4.71,2.96
31026,0.31,Very Good,F,VVS2,62.0,56.0,754,4.36,4.39,2.71
31027,0.31,Very Good,F,VVS2,62.0,55.0,754,4.34,4.38,2.7
31028,0.3,Very Good,D,VVS2,63.0,56.0,754,4.29,4.31,2.71
31029,0.3,Very Good,D,VVS2,63.2,55.0,754,4.27,4.3,2.71
31030,0.42,Very Good,H,SI1,61.1,57.0,754,4.84,4.87,2.96
31031,0.33,Ideal,G,VVS2,62.0,53.5,754,4.44,4.48,2.76
31032,0.38,Ideal,H,VS1,62.4,53.0,754,4.67,4.69,2.92
31033,0.35,Ideal,F,VS1,62.8,54.0,754,4.5,4.54,2.84
31034,0.37,Ideal,I,IF,60.7,56.0,754,4.64,4.68,2.83
31035,0.37,Ideal,I,IF,61.4,55.0,754,4.65,4.67,2.86
31037,0.41,Good,I,VS1,60.1,60.1,754,4.79,4.82,2.89
31038,0.3,Ideal,F,VS1,61.5,55.0,754,4.35,4.33,2.67
31039,0.43,Very Good,G,SI1,60.4,58.0,754,4.87,4.9,2.95
31040,0.43,Very Good,G,SI1,62.3,59.0,754,4.79,4.81,2.99
31041,0.43,Very Good,G,SI1,62.7,56.0,754,4.8,4.83,3.02
31042,0.43,Very Good,G,SI1,62.9,55.0,754,4.83,4.87,3.05
31043,0.31,Ideal,E,VS1,61.2,55.0,754,4.4,4.42,2.7
31044,0.31,Very Good,H,VVS1,58.5,59.0,755,4.45,4.5,2.62
31045,0.42,Very Good,H,VS2,62.1,54.0,755,4.81,4.84,2.99
31046,0.3,Very Good,E,VS1,61.7,56.0,755,4.3,4.33,2.66
31047,0.31,Ideal,E,VVS2,62.5,54.0,755,4.34,4.37,2.72
31048,0.31,Ideal,E,VVS2,61.4,58.0,755,4.33,4.37,2.67
31049,0.31,Ideal,E,VVS2,59.9,62.0,755,4.4,4.41,2.64
31050,0.31,Ideal,E,VVS2,59.7,61.0,755,4.4,4.41,2.63
31051,0.31,Ideal,G,VVS1,60.2,61.0,755,4.39,4.41,2.65
31052,0.31,Ideal,G,VVS1,59.0,62.0,755,4.41,4.43,2.61
31053,0.38,Very Good,G,SI1,61.8,53.7,755,4.67,4.69,2.9
31054,0.41,Very Good,E,SI1,62.9,57.0,755,4.72,4.76,2.98
31055,0.41,Very Good,E,SI1,62.9,57.0,755,4.73,4.78,2.99
31056,0.41,Very Good,E,SI1,62.9,56.0,755,4.72,4.76,2.98
31057,0.38,Very Good,G,SI1,62.1,54.0,755,4.64,4.67,2.9
31058,0.38,Very Good,G,SI1,62.0,54.8,755,4.64,4.67,2.89
31059,0.41,Very Good,F,SI1,62.6,55.0,755,4.74,4.78,2.98
31060,0.41,Ideal,E,SI1,62.5,57.0,755,4.74,4.79,2.98
31061,0.41,Ideal,E,SI1,62.1,54.0,755,4.76,4.81,2.97
31062,0.41,Good,H,VS2,63.4,58.0,755,4.77,4.66,2.99
31063,0.41,Very Good,E,SI1,62.8,59.0,755,4.74,4.75,2.98
31064,0.41,Good,F,SI1,63.2,59.0,755,4.68,4.72,2.97
31065,0.41,Premium,F,SI1,59.8,59.0,755,4.82,4.85,2.89
31066,0.41,Ideal,F,SI1,62.7,57.0,755,4.7,4.74,2.96
31067,0.41,Good,E,SI1,63.3,57.0,755,4.73,4.75,3.0
31068,0.41,Premium,F,SI1,61.8,58.0,755,4.75,4.76,2.94
31069,0.41,Premium,E,SI1,61.0,59.0,755,4.78,4.82,2.93
31070,0.41,Ideal,E,SI1,62.5,55.0,755,4.73,4.77,2.97
31071,0.41,Premium,E,SI1,61.3,58.0,755,4.76,4.8,2.93
31072,0.41,Good,E,SI1,63.5,57.0,755,4.69,4.73,2.99
31073,0.41,Ideal,E,SI1,62.6,57.0,755,4.72,4.73,2.96
31074,0.41,Ideal,I,VS1,60.9,53.0,755,4.8,4.85,2.94
31075,0.41,Very Good,F,SI1,62.9,56.0,755,4.71,4.73,2.97
31076,0.41,Very Good,E,SI1,62.4,55.0,755,4.74,4.78,2.97
31077,0.41,Good,F,SI1,63.9,56.0,755,4.68,4.74,3.01
31078,0.41,Very Good,F,SI1,62.8,57.0,755,4.69,4.73,2.96
31079,0.41,Very Good,E,SI1,61.4,56.0,755,4.77,4.81,2.94
31080,0.41,Ideal,E,SI1,62.7,57.0,755,4.74,4.77,2.98
31081,0.41,Premium,E,SI1,60.1,60.0,755,4.79,4.83,2.89
31082,0.41,Good,E,SI1,63.9,58.0,755,4.7,4.72,3.01
31083,0.41,Very Good,E,SI1,60.5,61.0,755,4.78,4.8,2.9
31084,0.41,Good,F,SI1,63.3,57.0,755,4.69,4.72,2.98
31085,0.41,Premium,E,SI1,62.4,58.0,755,4.75,4.77,2.97
31086,0.41,Premium,F,SI1,61.0,60.0,755,4.77,4.81,2.92
31087,0.41,Premium,E,SI1,60.2,60.0,755,4.78,4.82,2.89
31088,0.41,Good,I,VS1,63.7,57.0,755,4.67,4.72,2.99
31089,0.4,Very Good,F,SI1,62.1,60.0,756,4.66,4.7,2.91
31090,0.35,Ideal,G,VVS2,61.8,55.0,756,4.54,4.56,2.81
31091,0.35,Ideal,H,VVS1,62.0,55.0,756,4.52,4.54,2.81
31092,0.32,Ideal,D,VS1,61.4,56.0,756,4.42,4.47,2.73
31093,0.42,Ideal,G,SI1,60.7,57.0,756,4.81,4.89,2.95
31096,0.32,Premium,D,SI1,61.3,60.0,756,4.43,4.41,2.71
31097,0.32,Ideal,D,SI1,60.8,57.0,756,4.44,4.41,2.69
31098,0.32,Premium,D,SI1,58.9,60.0,756,4.49,4.47,2.64
31099,0.32,Ideal,D,SI1,62.0,55.0,756,4.47,4.37,2.74
31100,0.32,Ideal,D,SI1,61.9,57.0,756,4.4,4.36,2.71
31101,0.32,Premium,D,SI1,63.0,58.0,756,4.4,4.36,2.76
31102,0.32,Ideal,D,SI1,62.0,57.0,756,4.4,4.37,2.72
31103,0.32,Ideal,D,SI1,62.8,56.0,756,4.35,4.34,2.73
31104,0.32,Very Good,D,SI1,63.3,57.0,756,4.39,4.36,2.77
31105,0.32,Good,D,SI1,63.8,56.0,756,4.35,4.33,2.77
31106,0.32,Ideal,D,SI1,62.0,57.0,756,4.42,4.38,2.73
31107,0.4,Very Good,J,VS1,63.5,56.0,756,4.7,4.69,2.98
31108,0.36,Premium,G,VS2,62.5,58.0,756,4.55,4.51,2.83
31109,0.36,Premium,E,SI1,62.2,59.0,756,4.57,4.53,2.83
31110,0.32,Premium,I,VVS1,60.1,61.0,756,4.45,4.4,2.66
31111,0.32,Ideal,I,VVS1,61.9,55.0,756,4.4,4.39,2.72
31112,0.32,Ideal,I,VVS1,61.7,55.0,756,4.4,4.39,2.71
31113,0.32,Ideal,I,VVS1,62.5,55.0,756,4.4,4.37,2.74
31114,0.32,Ideal,I,VVS1,62.4,55.0,756,4.38,4.34,2.72
31115,0.32,Premium,I,VVS1,63.0,58.0,756,4.38,4.32,2.74
31116,0.32,Ideal,D,SI1,59.3,55.0,756,4.53,4.51,2.68
31117,0.32,Premium,D,SI1,58.3,58.0,756,4.54,4.49,2.63
31118,0.32,Ideal,D,SI1,59.6,57.0,756,4.47,4.42,2.65
31119,0.32,Premium,D,SI1,60.4,58.0,756,4.47,4.44,2.69
31120,0.32,Premium,D,SI1,60.8,58.0,756,4.44,4.41,2.69
31121,0.32,Ideal,D,SI1,61.4,57.0,756,4.42,4.41,2.71
31122,0.32,Ideal,D,SI1,60.9,56.0,756,4.43,4.4,2.69
31123,0.32,Premium,D,SI1,60.2,58.0,756,4.43,4.4,2.66
31124,0.32,Premium,D,SI1,61.5,59.0,756,4.42,4.39,2.71
31125,0.32,Ideal,D,SI1,61.5,56.0,756,4.42,4.39,2.71
31126,0.32,Ideal,D,SI1,61.3,55.0,756,4.42,4.39,2.7
31127,0.32,Ideal,D,SI1,62.5,54.0,756,4.41,4.39,2.75
31128,0.32,Premium,D,SI1,62.3,55.0,756,4.42,4.38,2.74
31129,0.32,Premium,D,SI1,60.9,60.0,756,4.41,4.39,2.68
31130,0.32,Premium,D,SI1,61.4,58.0,756,4.42,4.38,2.7
31131,0.32,Ideal,D,SI1,62.8,56.0,756,4.42,4.37,2.76
31132,0.32,Ideal,D,SI1,62.6,55.0,756,4.39,4.36,2.74
31133,0.32,Very Good,D,SI1,63.1,57.0,756,4.38,4.37,2.76
31134,0.32,Very Good,D,SI1,63.3,57.0,756,4.38,4.37,2.77
